term1,term2,relation
bistrô,albergue,hyper
bistrô,pousada,hyper
bistrô,apartamento,hyper
bistrô,hotel,hyper
bistrô,motel,hyper
bistrô,museu,hyper
bistrô,jardins,hyper
bistrô,teatro,hyper
bistrô,porteiro,hyper
bistrô,suíte,hyper
sagui,parque,hyper
lixeiro,lavanderia,hypo
lixeiro,lavanderia,hyper
quitinete,endereço,hypo
quitinete,endereço,hypo
quitinete,quarto,hypo
quitinete,albergue,hyper
quitinete,pousada,hyper
quitinete,pensão,hyper
quitinete,apartamento,hyper
quitinete,hotel,hyper
quitinete,motel,hyper
quitinete,babá,hyper
quitinete,porteiro,hyper
quitinete,suíte,hyper
quitinete,lavanderia,hypo
quitinete,lavanderia,hyper
repousar,refeição,hypo
repousar,pousada,hyper
ledra,hostal,hyper
ledra,albergue,hyper
ledra,pousada,hyper
ledra,hotel,hyper
ledra,monumento,hyper
ledra,igreja,hyper
ledra,jardins,hyper
ledra,parque,hyper
ledra,praia,hyper
ledra,porteiro,hyper
elysées,service,hypo
elysées,service,hypo
elysées,service,hypo
elysées,hostal,hyper
elysées,albergue,hyper
elysées,pousada,hyper
elysées,apartamento,hyper
elysées,hotel,hyper
elysées,motel,hyper
elysées,monumento,hyper
elysées,museu,hyper
elysées,jardins,hyper
elysées,parque,hyper
elysées,teatro,hyper
elysées,estádio,hyper
elysées,porteiro,hyper
elysées,suíte,hyper
vistor,porteiro,hyper
aconchegar,refeição,hypo
fruteiro,refeição,hypo
fruteiro,hostal,hyper
fruteiro,albergue,hyper
fruteiro,pousada,hyper
fruteiro,apartamento,hyper
fruteiro,hotel,hyper
fruteiro,motel,hyper
fruteiro,porteiro,hyper
fruteiro,lavanderia,hypo
fruteiro,lavanderia,hyper
dejejum,alojamento,hypo
dejejum,alojamento,hypo
dejejum,alojamento,hypo
dejejum,alojamento,hypo
dejejum,refeição,hypo
dejejum,hostal,hyper
dejejum,albergue,hyper
dejejum,pousada,hyper
dejejum,acomodação,hyper
dejejum,recepção,hyper
complicação,facilidade,hypo
encimar,hostal,hyper
encimar,pousada,hyper
lustrar,lavanderia,hypo
lustrar,lavanderia,hyper
incêndio,hotel,hyper
incêndio,porteiro,hyper
patrício,hostal,hyper
jorge,hostal,hyper
jorge,parque,hyper
assistência,alojamento,hypo
assistência,alojamento,hypo
assistência,alojamento,hypo
assistência,alojamento,hypo
assistência,refeição,hypo
assistência,pensão,hyper
risada,refeição,hypo
leste,parque,hyper
acessibilidade,alojamento,hypo
acessibilidade,alojamento,hypo
acessibilidade,alojamento,hypo
acessibilidade,alojamento,hypo
acessibilidade,facilidade,hypo
acessibilidade,acomodação,hyper
nerd,babá,hyper
laptop,apartamento,hyper
laptop,motel,hyper
laptop,suíte,hyper
acontecimento,monumento,hyper
terço,quarto,hypo
agente,porteiro,hyper
fã,babá,hyper
higienização,refeição,hypo
higienização,acomodação,hyper
higienização,lavanderia,hypo
higienização,lavanderia,hyper
absoluto,duplo,hyper
departamento,museu,hyper
departamento,universidade,hyper
cada,quarto,hypo
sítio,endereço,hypo
sítio,endereço,hypo
sítio,albergue,hyper
sítio,pousada,hyper
sítio,apartamento,hyper
sítio,hotel,hyper
sítio,motel,hyper
sítio,monumento,hyper
sítio,museu,hyper
sítio,jardins,hyper
sítio,parque,hyper
sítio,praia,hyper
funcional,acomodação,hyper
comportamento,acomodação,hyper
maleiro,endereço,hypo
maleiro,endereço,hypo
maleiro,quarto,hypo
maleiro,hostal,hyper
maleiro,albergue,hyper
maleiro,pousada,hyper
maleiro,apartamento,hyper
maleiro,hotel,hyper
maleiro,motel,hyper
maleiro,porteiro,hyper
maleiro,casal,hypo
maleiro,suíte,hyper
maleiro,casal,hyper
terminal,monumento,hyper
terminal,parque,hyper
terminal,aeroporto,hyper
terminal,estádio,hyper
toura,hostal,hyper
toura,albergue,hyper
toura,pousada,hyper
toura,monumento,hyper
toura,igreja,hyper
toura,jardins,hyper
toura,parque,hyper
toura,praia,hyper
gestão,alojamento,hypo
gestão,alojamento,hypo
gestão,alojamento,hypo
gestão,alojamento,hypo
recinto,alojamento,hypo
recinto,alojamento,hypo
recinto,alojamento,hypo
recinto,alojamento,hypo
recinto,hostal,hyper
recinto,albergue,hyper
recinto,pousada,hyper
recinto,apartamento,hyper
recinto,hotel,hyper
recinto,monumento,hyper
recinto,museu,hyper
recinto,jardins,hyper
recinto,arena,hyper
recinto,parque,hyper
recinto,teatro,hyper
recinto,aeroporto,hyper
recinto,estádio,hyper
recinto,praia,hyper
localidade,pousada,hyper
localidade,monumento,hyper
localidade,igreja,hyper
localidade,parque,hyper
localidade,aeroporto,hyper
localidade,praia,hyper
morango,refeição,hypo
adaptação,acomodação,hyper
adaptação,recepção,hyper
traslado,alojamento,hypo
traslado,alojamento,hypo
traslado,alojamento,hypo
traslado,acomodação,hyper
prestável,porteiro,hyper
ladrão,motel,hyper
ladrão,babá,hyper
ladrão,porteiro,hyper
piso,albergue,hyper
piso,acomodação,hyper
piso,apartamento,hyper
piso,hotel,hyper
piso,porteiro,hyper
desjejum,alojamento,hypo
desjejum,alojamento,hypo
desjejum,alojamento,hypo
desjejum,refeição,hypo
desjejum,albergue,hyper
desjejum,hotel,hyper
maratona,arena,hyper
gay,motel,hyper
honestidade,facilidade,hypo
beliche,quarto,hypo
beliche,albergue,hyper
beliche,pousada,hyper
beliche,apartamento,hyper
beliche,hotel,hyper
beliche,motel,hyper
beliche,casal,hypo
beliche,suíte,hyper
beliche,casal,hyper
caminhão,apartamento,hyper
caminhão,motel,hyper
caminhão,porteiro,hyper
lage,parque,hyper
biblioteca,albergue,hyper
biblioteca,pousada,hyper
biblioteca,hotel,hyper
biblioteca,monumento,hyper
biblioteca,museu,hyper
biblioteca,igreja,hyper
biblioteca,jardins,hyper
biblioteca,parque,hyper
biblioteca,teatro,hyper
biblioteca,universidade,hyper
biblioteca,suíte,hyper
jacaré,pousada,hyper
plantão,motel,hyper
plantão,porteiro,hyper
francese,hostal,hyper
prestação,alojamento,hypo
prestação,alojamento,hypo
prestação,alojamento,hypo
prestação,alojamento,hypo
prestação,pensão,hyper
prestação,recepção,hyper
amabilidade,facilidade,hypo
amabilidade,recepção,hyper
gordo,refeição,hypo
gordo,hostal,hyper
gordo,porteiro,hyper
requerer,pensão,hyper
incender,refeição,hypo
incender,hostal,hyper
drogaria,albergue,hyper
drogaria,pousada,hyper
drogaria,apartamento,hyper
drogaria,hotel,hyper
drogaria,motel,hyper
drogaria,igreja,hyper
drogaria,praia,hyper
drogaria,babá,hyper
drogaria,porteiro,hyper
drogaria,lavanderia,hypo
drogaria,lavanderia,hyper
pera,hostal,hyper
ideal,acomodação,hyper
operador,endereço,hypo
operador,endereço,hypo
operador,porteiro,hyper
sone,hostal,hyper
sone,universidade,hyper
sone,nan,hyper
sone,nan,hyper
identificação,endereço,hypo
identificação,endereço,hypo
identificação,recepção,hyper
traseiro,duplo,hyper
atrativo,parque,hyper
mensageiro,porteiro,hyper
infiltração,acomodação,hyper
mercearia,refeição,hypo
mercearia,albergue,hyper
mercearia,pousada,hyper
mercearia,pensão,hyper
mercearia,apartamento,hyper
mercearia,hotel,hyper
mercearia,motel,hyper
mercearia,igreja,hyper
mercearia,praia,hyper
mercearia,babá,hyper
mercearia,porteiro,hyper
del,hostal,hyper
positivar,acomodação,hyper
positivar,pensão,hyper
positivar,igreja,hyper
fechadura,pousada,hyper
fechadura,apartamento,hyper
fechadura,porteiro,hyper
sótão,quarto,hypo
sótão,hostal,hyper
sótão,albergue,hyper
sótão,pousada,hyper
sótão,apartamento,hyper
sótão,hotel,hyper
sótão,motel,hyper
sótão,museu,hyper
sótão,jardins,hyper
sótão,parque,hyper
sótão,teatro,hyper
sótão,babá,hyper
sótão,porteiro,hyper
sótão,suíte,hyper
telefonema,endereço,hypo
telefonema,endereço,hypo
telefonema,apartamento,hyper
telefonema,hotel,hyper
telefonema,motel,hyper
telefonema,porteiro,hyper
moderne,service,hypo
moderne,service,hypo
moderne,service,hypo
moderne,hostal,hyper
moderne,hotel,hyper
moderne,museu,hyper
moderne,teatro,hyper
leito,hostal,hyper
leito,albergue,hyper
leito,pousada,hyper
leito,apartamento,hyper
leito,praia,hyper
sabão,lavanderia,hypo
sabão,lavanderia,hyper
congestionamento,aeroporto,hyper
laranjo,hostal,hyper
laranjo,porteiro,hyper
amanhar,refeição,hypo
amanhar,hostal,hyper
amanhar,pousada,hyper
treinamento,alojamento,hypo
treinamento,alojamento,hypo
treinamento,alojamento,hypo
treinamento,alojamento,hypo
treinamento,acomodação,hyper
nono,quarto,hypo
buchicho,hostal,hyper
buchicho,albergue,hyper
buchicho,motel,hyper
buchicho,teatro,hyper
buchicho,porteiro,hyper
smartfone,endereço,hypo
smartfone,endereço,hypo
smartfone,service,hypo
smartfone,service,hypo
smartfone,service,hypo
smartfone,apartamento,hyper
smartfone,motel,hyper
smartfone,porteiro,hyper
smartfone,suíte,hyper
ascensor,hostal,hyper
ascensor,albergue,hyper
ascensor,hotel,hyper
ascensor,monumento,hyper
ascensor,parque,hyper
ascensor,aeroporto,hyper
ascensor,porteiro,hyper
0000h,hostal,hyper
campainha,refeição,hypo
campainha,porteiro,hyper
aposento,quarto,hypo
aposento,hostal,hyper
aposento,albergue,hyper
aposento,pousada,hyper
aposento,apartamento,hyper
aposento,hotel,hyper
aposento,motel,hyper
aposento,porteiro,hyper
aposento,casal,hypo
aposento,casal,hyper
adágio,teatro,hyper
fritura,refeição,hypo
saco,apartamento,hyper
saco,motel,hyper
indiferença,facilidade,hypo
indiferença,acomodação,hyper
sacrifício,refeição,hypo
tute,hostal,hyper
janes,hostal,hyper
luminária,pousada,hyper
luminária,porteiro,hyper
luminária,suíte,hyper
forrar,refeição,hypo
aviar,refeição,hypo
aviar,babá,hyper
aviar,porteiro,hyper
teleatendimento,service,hypo
teleatendimento,lavanderia,hypo
teleatendimento,lavanderia,hyper
miami,hotel,hyper
miami,motel,hyper
burro,porteiro,hyper
obrigação,pensão,hyper
fresta,pousada,hyper
fresta,porteiro,hyper
loiro,porteiro,hyper
historiar,monumento,hyper
historiar,teatro,hyper
arredamento,alojamento,hypo
arredamento,alojamento,hypo
arredamento,alojamento,hypo
arredamento,endereço,hypo
arredamento,endereço,hypo
arredamento,quarto,hypo
arredamento,hostal,hyper
arredamento,albergue,hyper
arredamento,pousada,hyper
arredamento,acomodação,hyper
arredamento,pensão,hyper
arredamento,apartamento,hyper
arredamento,hotel,hyper
arredamento,motel,hyper
arredamento,porteiro,hyper
palco,apartamento,hyper
palco,hotel,hyper
palco,motel,hyper
palco,arena,hyper
palco,parque,hyper
palco,teatro,hyper
palco,aeroporto,hyper
palco,estádio,hyper
gaveta,pousada,hyper
gaveta,porteiro,hyper
gaveta,lavanderia,hypo
gaveta,lavanderia,hyper
ananim,service,hypo
ananim,service,hypo
ananim,service,hypo
ananim,hostal,hyper
ananim,jardins,hyper
ananim,nan,hyper
ananim,nan,hyper
pasmar,refeição,hypo
pasmar,hostal,hyper
pasmar,porteiro,hyper
buzinar,porteiro,hyper
cômoda,lavanderia,hypo
cômoda,lavanderia,hyper
degustação,refeição,hypo
degustação,pousada,hyper
degustação,acomodação,hyper
degustação,hotel,hyper
porteiro,hostal,hyper
porteiro,albergue,hyper
porteiro,pousada,hyper
porteiro,apartamento,hyper
porteiro,hotel,hyper
porteiro,motel,hyper
porteiro,babá,hyper
porteiro,porteiro,hyper
celerífero,monumento,hyper
celerífero,museu,hyper
celerífero,parque,hyper
cofiar,hostal,hyper
cofiar,pousada,hyper
cofiar,porteiro,hyper
manager,endereço,hypo
manager,endereço,hypo
manager,service,hypo
manager,service,hypo
manager,service,hypo
manager,porteiro,hyper
rocaille,monumento,hyper
rocaille,igreja,hyper
rocaille,jardins,hyper
coquetel,refeição,hypo
coquetel,apartamento,hyper
coquetel,hotel,hyper
coquetel,motel,hyper
banquete,refeição,hypo
banquete,hostal,hyper
banquete,albergue,hyper
banquete,hotel,hyper
banquete,motel,hyper
banquete,porteiro,hyper
astéria,babá,hyper
columbos,hostal,hyper
columbos,acomodação,hyper
columbos,igreja,hyper
columbos,arena,hyper
columbos,universidade,hyper
moma,museu,hyper
moma,teatro,hyper
b&h,endereço,hypo
b&h,endereço,hypo
b&h,endereço,hypo
b&h,endereço,hypo
sate,service,hypo
sate,service,hypo
sate,service,hypo
sate,hostal,hyper
sate,hotel,hyper
sate,motel,hyper
sate,arena,hyper
sate,nan,hyper
sate,nan,hyper
traineira,pousada,hyper
traineira,hotel,hyper
traineira,praia,hyper
traineira,porteiro,hyper
bigu,hostal,hyper
bigu,babá,hyper
bigu,porteiro,hyper
murra,hostal,hyper
murra,albergue,hyper
murra,monumento,hyper
murra,museu,hyper
murra,igreja,hyper
murra,nan,hyper
murra,nan,hyper
royalty,service,hypo
royalty,service,hypo
royalty,service,hypo
royalty,pensão,hyper
quare,hostal,hyper
tênis,estádio,hyper
tênis,praia,hyper
guesto,endereço,hypo
guesto,endereço,hypo
guesto,hostal,hyper
guesto,porteiro,hyper
quiosque,endereço,hypo
quiosque,endereço,hypo
quiosque,albergue,hyper
quiosque,pousada,hyper
quiosque,apartamento,hyper
quiosque,hotel,hyper
quiosque,motel,hyper
quiosque,monumento,hyper
quiosque,museu,hyper
quiosque,jardins,hyper
quiosque,parque,hyper
quiosque,teatro,hyper
quiosque,estádio,hyper
quiosque,praia,hyper
quiosque,porteiro,hyper
nação,igreja,hyper
nação,família,hypo
nação,família,hyper
adicional,duplo,hyper
rofo,hostal,hyper
rofo,igreja,hyper
sogar,service,hypo
sogar,service,hypo
sogar,service,hypo
sogar,hostal,hyper
sogar,universidade,hyper
sogar,nan,hyper
sogar,nan,hyper
itano,nan,hyper
itano,nan,hyper
decisão,recepção,hyper
carvi,hostal,hyper
carvi,nan,hyper
carvi,nan,hyper
paramentar,refeição,hypo
paramentar,hostal,hyper
paramentar,albergue,hyper
paramentar,pousada,hyper
paramentar,igreja,hyper
paramentar,porteiro,hyper
j&r,endereço,hypo
j&r,endereço,hypo
j&r,service,hypo
j&r,service,hypo
j&r,service,hypo
j&r,pousada,hyper
j&r,apartamento,hyper
j&r,hotel,hyper
j&r,motel,hyper
j&r,parque,hyper
j&r,babá,hyper
j&r,nan,hyper
j&r,porteiro,hyper
j&r,nan,hyper
j&r,suíte,hyper
